step_number;time_stamp;limb_initial;limb_final;step_width;step_length;step_time;target_error;message
322;239.51032420332;L;R;0.16364092796552;0.3747164325733;0.6599999999994;-1;free
323;240.17032420332;R;L;0.22178645366595;0.45247718601443;0.75333333333265;-1;free
324;240.95365753665;L;R;0.19464127558741;0.39728288612563;0.68999999999937;-1;free
325;241.80365753665;R;L;0.2017150712739;0.51637310352565;0.83666666666591;-1;Pert: iw (R)
326;242.44058572928;L;R;0.45500268662678;0.62668298816932;0.87666666666587;-1;action
327;243.20725239595;R;L;0.50324441282191;0.27623636561359;0.50026152596138;0.030258374116956;target hit
328;244.03391906261;L;R;0.2342346807682;0.42441442175151;0.83666666666591;-1;free
329;244.73391906261;R;L;0.21141420379993;0.48204543075797;0.82333333333258;-1;free
330;245.45058572928;L;R;0.21160341173371;0.41563064966403;0.70333333333269;-1;free
331;246.19058572928;R;L;0.19800035389258;0.47420640135021;0.72999999999934;-1;free
332;246.97391906261;L;R;0.20113092410304;0.43048392162535;0.73999999999933;-1;free
333;247.69102475152;R;L;0.20420608741796;0.47605445089566;0.78666666666595;-1;free
334;248.41999895799;L;R;0.19902545459565;0.44239836264866;0.72710568890602;-1;free
335;249.16333229132;R;L;0.21640766934324;0.44658376838243;0.68897420646817;-1;Pert: fw (R)
336;250.01333229132;L;R;0.25016100655378;0.70669110527267;0.79666666666594;-1;action
337;250.74182643873;R;L;0.284128777458;0.26299568106861;0.78182748074437;0.01767691500457;target hit
338;251.47182643873;L;R;0.25203348219044;0.42910092020259;0.78333333333262;-1;free
339;252.17182643873;R;L;0.23233792774378;0.39282751980026;0.68999999999937;-1;free
340;252.90182643873;L;R;0.22042680594063;0.40460496015753;0.71333333333268;-1;free
341;253.61849310539;R;L;0.20106759548961;0.47497743711688;0.75666666666598;-1;free
342;254.31849310539;L;R;0.20283051141865;0.42150264225211;0.71666666666601;-1;free
343;255.08849310539;R;L;0.18787414463439;0.46159232273295;0.67333333333272;-1;free
344;255.85849310539;L;R;0.19777822255126;0.44967883920894;0.78333333333262;-1;free
345;256.54515977206;R;L;0.19358257239552;0.44386952028491;0.75666666666598;-1;free
346;257.32849310539;L;R;0.20304465109161;0.42915721683707;0.71333333333268;-1;free
347;258.03182643872;R;L;0.19763949234394;0.46983007326339;0.74333333333266;-1;free
348;258.69074484949;L;R;0.17838717135954;0.39789688024211;0.68891841076902;-1;free
349;259.35407818282;R;L;0.19125877154608;0.41131711168491;0.70333333333269;-1;Pert: fwow (R)
350;260.70576281833;L;R;0.32899658107182;0.58500678903518;0.67501796884062;-1;action
351;261.32576281833;R;L;0.35606038829665;0.65391050653837;1.3233333333321;0.012588566579615;target hit
352;262.042429485;L;R;0.21552047087829;0.38862326030909;0.61999999999944;-1;free
353;262.67576281833;R;L;0.18214889330939;0.31674868669696;0.64999999999941;-1;free
354;263.41909615166;L;R;0.20196861392869;0.46228854770869;0.72666666666601;-1;free
355;264.13242948499;R;L;0.2188446261745;0.39114532108512;0.71666666666601;-1;free
356;264.88909615166;L;R;0.18503891441171;0.4890051688216;0.75666666666598;-1;free
357;265.75242948499;R;L;0.18720658954325;0.41888235550146;0.76666666666597;-1;free
358;266.73909615166;L;R;0.18562431223157;0.56141493358876;0.91999999999916;-1;free
359;267.64242948499;R;L;0.18015776846036;0.48872022972373;0.92999999999915;-1;Pert: fwiw (R)
360;268.50704414742;L;R;0.41472842977323;0.78897983188892;0.91666666666583;-1;action
361;269.27704414741;R;L;0.39937982302301;0.31651951671855;0.73128132909164;0.036496767753216;target hit
362;270.21037748075;L;R;0.20740912452398;0.52535886984138;0.92999999999915;-1;free
363;271.07371081408;R;L;0.23629077465708;0.41868062038674;0.8799999999992;-1;free
364;271.92222888613;L;R;0.20235820266746;0.60255930652877;0.90333333333251;-1;free
365;272.71889555279;R;L;0.17166806617915;0.46657732510793;0.80851807204817;-1;free
366;273.55889555279;L;R;0.18074591276248;0.51808071394195;0.79666666666594;-1;free
367;274.35222888613;R;L;0.18188829614639;0.4689020525956;0.82666666666591;-1;free
368;275.13556221946;L;R;0.16706345725078;0.45626918144457;0.80666666666593;-1;free
369;275.89222888612;R;L;0.18530938437881;0.43901547794555;0.74333333333266;-1;free
370;276.68889555279;L;R;0.1779952022429;0.48847395296314;0.75666666666598;-1;Pert: ow (L)
371;277.49866412866;R;L;0.030275295031148;0.54787116082298;0.7831019092057;-1;action
372;278.14634758429;L;R;0.025615241436401;0.48793736219642;0.82333333333258;0.17899042615353;target hit
373;278.91634758429;R;L;0.20717821559336;0.43860980539808;0.64768345563061;-1;free
374;279.69725256187;L;R;0.25652625094201;0.40179329468391;0.77090497758195;-1;free
375;280.44058589521;R;L;0.1972464806357;0.45348439607852;0.80999999999926;-1;free
376;281.25058589521;L;R;0.20188764878357;0.46641082239364;0.74333333333266;-1;free
377;282.04725256187;R;L;0.22978236314376;0.54351096410995;0.84999999999923;-1;free
378;282.85725256187;L;R;0.23152070781461;0.38626054649557;0.71333333333268;-1;free
379;283.51901370634;R;L;0.20599108082087;0.50490779113585;0.83842781113799;-1;Pert: ow (R)
380;284.42234703968;L;R;0.10121870835211;0.41859343338187;0.60666666666611;-1;action
381;285.13901370634;R;L;0.071588512605242;0.49487668524056;0.93333333333248;0.068600391283918;target hit
382;285.86956376912;L;R;0.16343385584084;0.54380462684847;0.75333333333265;-1;free
383;286.59623043578;R;L;0.20014454754618;0.40205030381835;0.71721672944091;-1;free
384;287.36623043578;L;R;0.18088985339298;0.45014024286487;0.75666666666598;-1;free
385;288.13623043578;R;L;0.17432059247811;0.42592617435671;0.75333333333265;-1;free
386;288.97313592878;L;R;0.13886661151235;0.50899509061551;0.77023882632989;-1;free
387;289.49980259544;R;L;0.035801672605519;0.5284774192834;0.83666666666591;-1;free
388;289.67646926211;L;R;-0.0069374418449898;-0.020183902644452;0.22999999999979;-1;free
389;290.45926657381;R;L;-0.17728410400466;0.45342840709837;0.52666666666619;-1;free
390;291.21477052194;L;R;-0.23577654600043;0.43024682054725;0.72830125983501;-1;free
391;291.95810385528;R;R;0.16171415391567;0.47781106596214;0.7699999999993;-1;free
392;292.67143718861;R;L;0.16658023896535;0.45929265003413;0.72999999999934;-1;free
393;293.44143718861;L;R;0.2681412232591;0.40992911243643;0.71333333333268;-1;free
394;294.20943557562;R;L;0.21062744634935;0.3678528141043;0.74333333333266;-1;free
